GEOID,STATEFP,STATE,COUNTYFP,COUNTY,TOT_POP21,NHSP_POP21,HSP_POP21,WHT_NHSP21,BLK_NHSP21,AIA_NHSP21,ASN_NHSP21,HPI_NHSP21,OTH_NHSP21,2OM_NHSP21,BLK_ALL21,AIA_ALL21,ASN_ALL21,HPI_ALL21,OTH_ALL21
26163570900,26, Michigan,163, Wayne County,2109,2076,33,100,1813,0,0,0,17,146,1937,74,7,0,43
26163571000,26, Michigan,163, Wayne County,1948,1882,66,73,1702,14,0,0,0,93,1816,38,12,0,22
26163571500,26, Michigan,163, Wayne County,5396,5003,393,4289,440,8,95,0,0,171,513,14,256,0,284
26163571600,26, Michigan,163, Wayne County,1677,1671,6,1475,178,0,18,0,0,0,178,0,18,0,1
26163571700,26, Michigan,163, Wayne County,2882,2833,49,2099,603,0,1,0,54,76,627,15,31,0,88
26163571800,26, Michigan,163, Wayne County,3527,3345,182,2551,627,0,20,0,0,147,719,0,46,0,84
26163571900,26, Michigan,163, Wayne County,3153,3103,50,2522,561,3,9,0,0,8,561,11,9,0,17
26163572000,26, Michigan,163, Wayne County,2383,2346,37,2111,101,0,96,0,0,38,101,0,134,0,7
26163572100,26, Michigan,163, Wayne County,6350,6342,8,6054,196,0,0,0,70,22,218,0,0,0,70
26163572200,26, Michigan,163, Wayne County,7122,6896,226,6304,141,0,190,0,0,261,141,156,295,0,22
26163572400,26, Michigan,163, Wayne County,1626,1623,3,1540,45,2,9,0,0,27,72,7,9,0,3
26163572500,26, Michigan,163, Wayne County,2017,1787,230,1369,364,0,4,3,0,47,392,3,16,3,178
26163572600,26, Michigan,163, Wayne County,5230,4784,446,3755,800,0,0,0,0,229,989,69,52,0,280
26163572700,26, Michigan,163, Wayne County,4766,4024,742,3675,177,5,41,0,12,114,319,34,50,0,471
26163572800,26, Michigan,163, Wayne County,5411,4998,413,4405,343,73,47,0,0,130,417,154,47,0,53
26163572900,26, Michigan,163, Wayne County,2860,2789,71,2314,420,0,0,0,0,55,420,20,18,0,65
26163573000,26, Michigan,163, Wayne County,3015,2773,242,2592,53,0,61,0,0,67,62,0,116,3,190
26163573100,26, Michigan,163, Wayne County,4919,4686,233,3761,416,0,385,0,0,124,429,0,485,0,11
26163573300,26, Michigan,163, Wayne County,4514,4371,143,4168,0,0,126,0,0,77,0,0,143,0,187
26163573400,26, Michigan,163, Wayne County,3574,3525,49,3305,156,0,0,0,0,64,172,30,11,11,74
26163573501,26, Michigan,163, Wayne County,5416,5416,0,4218,173,0,36,0,266,723,173,0,618,0,407
26163573600,26, Michigan,163, Wayne County,6948,6890,58,6290,340,0,0,0,112,148,408,0,64,0,128
26163573701,26, Michigan,163, Wayne County,1986,1986,0,1683,102,0,0,0,0,201,102,2,195,0,4
26163573702,26, Michigan,163, Wayne County,7478,7343,135,6944,202,8,9,4,0,176,228,8,164,25,109
26163573800,26, Michigan,163, Wayne County,6111,6111,0,5092,30,0,168,0,0,821,53,23,966,0,0
26163573900,26, Michigan,163, Wayne County,5490,5441,49,5414,27,0,0,0,0,0,27,0,0,0,30
26163574000,26, Michigan,163, Wayne County,6953,6895,58,6578,14,0,0,0,0,303,22,0,145,13,166
26163574100,26, Michigan,163, Wayne County,4980,4957,23,4352,288,0,94,0,0,223,298,0,307,0,13
26163574203,26, Michigan,163, Wayne County,3443,3309,134,2402,219,0,492,0,0,196,279,33,641,0,66
26163574301,26, Michigan,163, Wayne County,3930,3784,146,3218,76,23,456,0,0,11,76,23,456,0,51
26163574600,26, Michigan,163, Wayne County,5423,4953,470,4490,246,0,160,0,26,31,246,10,181,0,43
26163574700,26, Michigan,163, Wayne County,5487,5239,248,5096,0,0,67,0,42,34,0,10,92,0,122
26163574800,26, Michigan,163, Wayne County,4309,4263,46,4020,23,0,37,0,9,174,142,14,72,0,43
26163574900,26, Michigan,163, Wayne County,1882,1847,35,1683,89,0,62,0,0,13,89,0,75,0,27
26163575000,26, Michigan,163, Wayne County,4434,4081,353,3861,49,0,26,0,0,145,101,71,104,0,229
26163575100,26, Michigan,163, Wayne County,2641,2345,296,2002,160,0,59,0,0,124,226,40,94,23,52
26163575200,26, Michigan,163, Wayne County,4397,4147,250,3473,372,0,47,0,0,255,519,70,144,0,210
26163575300,26, Michigan,163, Wayne County,3809,3717,92,3079,448,31,22,0,0,137,497,49,29,0,63
26163575401,26, Michigan,163, Wayne County,3103,2880,223,2727,12,0,35,0,56,50,21,9,76,0,114
26163575500,26, Michigan,163, Wayne County,4003,3787,216,3223,147,0,0,0,0,417,591,13,0,0,101
26163575600,26, Michigan,163, Wayne County,1939,1824,115,1598,118,0,92,0,0,16,124,4,110,0,56
26163576001,26, Michigan,163, Wayne County,1839,1658,181,1209,135,0,102,0,126,86,165,24,129,0,222
26163576100,26, Michigan,163, Wayne County,6386,5217,1169,4992,168,0,16,0,0,41,187,22,16,0,558
26163576200,26, Michigan,163, Wayne County,2306,2149,157,2026,97,0,0,0,0,26,155,17,0,0,98
26163576300,26, Michigan,163, Wayne County,2553,2368,185,2217,49,0,37,0,0,65,69,7,82,0,134
26163576400,26, Michigan,163, Wayne County,3784,3290,494,3050,195,0,0,0,0,45,268,31,24,0,168
26163576500,26, Michigan,163, Wayne County,3887,3785,102,3239,40,16,100,0,10,380,114,96,389,0,52
26163576600,26, Michigan,163, Wayne County,4388,3996,392,3483,332,12,38,0,0,131,332,39,166,0,12
26163576700,26, Michigan,163, Wayne County,3288,2958,330,2612,227,0,57,0,0,62,297,18,120,0,153
26163577000,26, Michigan,163, Wayne County,4191,2452,1739,1372,847,0,9,0,139,85,1087,9,30,16,1173
26163577100,26, Michigan,163, Wayne County,2598,1642,956,1138,411,5,0,0,0,88,487,31,35,7,614
26163577200,26, Michigan,163, Wayne County,4067,2706,1361,2074,472,130,0,0,0,30,502,148,30,0,959
26163577300,26, Michigan,163, Wayne County,3188,2450,738,2277,58,0,0,0,0,115,137,19,41,0,509
26163577400,26, Michigan,163, Wayne County,3876,2922,954,2494,204,4,10,0,0,210,346,121,10,22,684
26163577500,26, Michigan,163, Wayne County,3321,2490,831,1542,733,21,14,0,28,152,770,85,14,0,528
26163577600,26, Michigan,163, Wayne County,4046,3133,913,2562,289,8,121,0,0,153,425,51,144,0,564
26163577700,26, Michigan,163, Wayne County,2467,1970,497,1688,165,10,59,0,0,48,165,33,98,0,381
26163577800,26, Michigan,163, Wayne County,5113,4229,884,4024,185,0,0,0,8,12,197,6,0,0,432
26163577900,26, Michigan,163, Wayne County,4197,3730,467,3478,100,17,0,0,37,98,158,17,40,0,266
26163578000,26, Michigan,163, Wayne County,2677,2210,467,1842,330,0,12,0,0,26,351,0,17,0,403
26163578500,26, Michigan,163, Wayne County,6446,5006,1440,3795,986,0,31,0,0,194,1302,73,81,0,365
26163578600,26, Michigan,163, Wayne County,6088,4796,1292,3954,763,0,0,0,0,79,763,56,0,0,646
26163579100,26, Michigan,163, Wayne County,1394,1250,144,722,431,17,0,0,0,80,431,80,0,0,102
26163579200,26, Michigan,163, Wayne County,3413,2877,536,1736,1034,0,0,0,0,107,1196,0,0,0,295
26163579300,26, Michigan,163, Wayne County,2450,2279,171,26,2122,0,0,0,0,131,2253,0,0,0,171
26163579501,26, Michigan,163, Wayne County,1745,1054,691,413,440,0,0,55,12,134,669,49,0,152,464
26163579600,26, Michigan,163, Wayne County,3292,3210,82,43,2699,0,0,0,209,259,2958,122,0,0,251
26163579700,26, Michigan,163, Wayne County,2635,1886,749,1201,481,13,0,0,0,191,752,273,17,0,257
26163579800,26, Michigan,163, Wayne County,1656,1329,327,765,376,67,0,0,0,121,504,67,22,0,52
26163579900,26, Michigan,163, Wayne County,5715,5519,196,4744,151,32,459,0,29,104,181,72,567,0,61
26163580100,26, Michigan,163, Wayne County,2024,1915,109,1786,65,0,16,0,0,48,86,11,32,0,38
26163580200,26, Michigan,163, Wayne County,2818,2632,186,2498,8,0,12,0,0,114,78,50,46,0,116
26163580300,26, Michigan,163, Wayne County,2718,2545,173,2435,34,0,0,0,0,76,101,0,0,0,16
26163580400,26, Michigan,163, Wayne County,2547,2411,136,2363,0,0,12,0,0,36,18,9,12,0,133
26163580500,26, Michigan,163, Wayne County,2828,2769,59,2739,3,0,0,0,0,27,3,9,10,0,8
26163580600,26, Michigan,163, Wayne County,3208,2840,368,2708,75,21,16,0,6,14,89,35,16,0,241
26163580700,26, Michigan,163, Wayne County,3760,3616,144,3181,124,0,25,0,159,127,167,92,25,0,206
26163580800,26, Michigan,163, Wayne County,1292,1270,22,1173,18,19,13,0,0,47,31,34,26,0,6
26163580900,26, Michigan,163, Wayne County,3797,3522,275,3326,120,0,17,0,0,59,120,1,24,0,305
26163581101,26, Michigan,163, Wayne County,3697,3455,242,2700,471,0,219,0,0,65,511,21,227,0,62
26163581200,26, Michigan,163, Wayne County,3438,3316,122,2889,336,0,8,0,0,83,336,34,47,0,18
26163581500,26, Michigan,163, Wayne County,2292,2185,107,2077,20,0,0,0,0,88,40,22,21,0,58
26163581600,26, Michigan,163, Wayne County,6158,5115,1043,4032,512,0,340,0,0,231,824,136,523,0,744
26163581800,26, Michigan,163, Wayne County,2670,2536,134,2200,303,0,15,0,0,18,329,0,15,0,20
26163581900,26, Michigan,163, Wayne County,4432,3917,515,3797,6,0,35,0,0,79,6,39,35,0,155
26163582000,26, Michigan,163, Wayne County,3263,2772,491,2493,173,9,71,0,12,14,186,11,71,0,306
26163582100,26, Michigan,163, Wayne County,4040,3580,460,3406,31,0,0,0,0,143,31,48,95,0,133
26163583001,26, Michigan,163, Wayne County,2579,2456,123,2160,169,0,57,0,0,70,169,65,62,0,0
26163583101,26, Michigan,163, Wayne County,3247,3009,238,2429,370,30,1,0,1,178,520,248,1,0,54
26163583200,26, Michigan,163, Wayne County,2225,2134,91,1692,298,0,16,0,0,128,367,74,26,0,20
26163583300,26, Michigan,163, Wayne County,2643,2236,407,1827,191,0,0,0,0,218,382,33,0,0,233
26163583400,26, Michigan,163, Wayne County,5342,4826,516,4419,391,0,0,0,0,16,398,8,9,0,261
26163583500,26, Michigan,163, Wayne County,2489,2268,221,2158,61,6,6,0,0,37,76,6,18,10,45
26163583600,26, Michigan,163, Wayne County,3014,2925,89,2579,121,0,182,0,7,36,121,36,182,0,72
26163583700,26, Michigan,163, Wayne County,4008,3830,178,3037,759,0,0,0,0,34,777,16,0,0,17
26163583800,26, Michigan,163, Wayne County,4802,4323,479,3566,576,0,66,0,0,115,612,10,106,16,427
26163583900,26, Michigan,163, Wayne County,4313,4167,146,2453,1505,0,85,0,16,108,1621,0,85,0,67
26163584000,26, Michigan,163, Wayne County,4805,4760,45,3797,790,3,94,0,0,76,823,33,122,0,0
26163584100,26, Michigan,163, Wayne County,1607,1557,50,1416,46,12,0,0,0,83,81,84,0,0,14
26163584200,26, Michigan,163, Wayne County,3475,3385,90,2299,957,8,45,0,9,67,1016,22,53,0,73
26163584300,26, Michigan,163, Wayne County,1893,1778,115,1258,405,0,22,0,7,86,421,21,74,0,95
26163584400,26, Michigan,163, Wayne County,2658,2477,181,1948,291,21,32,0,0,185,405,79,86,0,83
26163584501,26, Michigan,163, Wayne County,2795,2367,428,1614,599,19,0,0,64,71,599,19,71,0,424
26163584600,26, Michigan,163, Wayne County,2011,1848,163,960,686,0,71,0,0,131,733,6,176,0,79
26163584700,26, Michigan,163, Wayne County,2286,2095,191,1936,28,0,44,0,0,87,103,12,44,0,152
26163584801,26, Michigan,163, Wayne County,3380,3380,0,953,2156,64,0,0,0,207,2337,186,15,0,0
26163584802,26, Michigan,163, Wayne County,3439,3384,55,1362,1989,8,25,0,0,0,1995,8,25,0,0
26163585500,26, Michigan,163, Wayne County,1718,1622,96,1375,152,0,0,0,5,90,178,64,0,0,47
26163585600,26, Michigan,163, Wayne County,4035,3939,96,742,2939,0,41,0,31,186,3125,46,41,0,40
26163585700,26, Michigan,163, Wayne County,2027,1977,50,991,970,0,6,0,0,10,980,5,6,0,5
26163585800,26, Michigan,163, Wayne County,4803,4771,32,2152,2492,46,0,0,6,75,2547,66,0,0,22
26163585900,26, Michigan,163, Wayne County,2771,2544,227,1667,465,0,6,0,0,406,842,160,6,0,217
26163586201,26, Michigan,163, Wayne County,7683,7450,233,3586,3372,0,78,0,0,414,3681,258,114,0,77
26163586300,26, Michigan,163, Wayne County,1919,1871,48,1681,90,7,26,0,0,67,125,27,38,0,2
26163587000,26, Michigan,163, Wayne County,3978,3757,221,2743,659,6,29,0,0,320,932,46,78,0,160
26163587900,26, Michigan,163, Wayne County,6928,6852,76,3677,2498,0,417,0,119,141,2580,26,417,0,153
26163588001,26, Michigan,163, Wayne County,3549,3426,123,1759,1319,0,102,0,0,246,1545,0,273,10,95
26163588002,26, Michigan,163, Wayne County,2742,2503,239,1904,547,0,0,0,0,52,599,25,0,0,180
26163588101,26, Michigan,163, Wayne County,1579,1495,84,1137,274,0,0,0,0,84,324,45,0,0,1
26163588102,26, Michigan,163, Wayne County,1301,1088,213,955,64,0,0,0,0,69,98,26,8,1,102
26163588200,26, Michigan,163, Wayne County,3264,3203,61,1455,1602,0,58,0,0,88,1631,28,89,0,29
26163588300,26, Michigan,163, Wayne County,5213,4890,323,4100,731,0,0,0,0,59,782,59,0,0,69
26163588400,26, Michigan,163, Wayne County,5557,5458,99,3498,1548,0,124,0,9,279,1689,38,136,0,157
26163589300,26, Michigan,163, Wayne County,3933,3878,55,3448,330,0,0,0,0,100,401,34,21,0,21
26163589401,26, Michigan,163, Wayne County,2788,2705,83,2286,64,0,46,0,0,309,141,225,119,0,66
26163589402,26, Michigan,163, Wayne County,2880,2852,28,1712,870,0,0,0,0,270,1148,1,0,0,0
26163590401,26, Michigan,163, Wayne County,8424,8151,273,7037,694,0,33,0,0,387,731,350,33,0,38
26163590500,26, Michigan,163, Wayne County,5597,5567,30,5169,218,13,0,0,0,167,290,89,0,0,29
26163590600,26, Michigan,163, Wayne County,2710,2598,112,2342,95,0,77,0,0,84,95,56,120,0,73
26163591501,26, Michigan,163, Wayne County,4062,3929,133,2169,841,0,688,14,0,217,1041,43,765,14,29
26163591502,26, Michigan,163, Wayne County,3382,3346,36,2635,215,0,496,0,0,0,221,0,496,0,7
26163591600,26, Michigan,163, Wayne County,2103,2011,92,1442,228,0,296,0,0,45,253,26,310,0,69
26163591700,26, Michigan,163, Wayne County,6631,6435,196,5181,703,0,257,0,0,294,807,69,419,0,112
26163591800,26, Michigan,163, Wayne County,6259,6070,189,4824,534,0,602,0,10,100,565,47,640,0,25
26163591900,26, Michigan,163, Wayne County,5673,5560,113,5060,155,0,11,0,0,334,384,51,47,0,95
26163592000,26, Michigan,163, Wayne County,4710,4558,152,3958,360,0,164,0,0,76,380,19,221,0,89
26163593001,26, Michigan,163, Wayne County,5617,5253,364,4498,484,40,143,0,0,88,484,69,143,59,69
26163593200,26, Michigan,163, Wayne County,3778,3440,338,3081,162,0,106,0,0,91,193,56,137,14,80
26163593301,26, Michigan,163, Wayne County,3494,3281,213,2933,209,0,50,0,0,89,217,0,81,0,141
26163594000,26, Michigan,163, Wayne County,2315,2260,55,2059,176,0,0,0,0,25,176,13,12,0,0
26163594100,26, Michigan,163, Wayne County,4346,4126,220,4035,2,0,69,0,0,20,12,10,69,0,0
26163594200,26, Michigan,163, Wayne County,2630,2575,55,2553,0,0,0,0,0,22,0,30,0,0,9
26163594300,26, Michigan,163, Wayne County,3045,2848,197,2713,0,0,46,0,0,89,4,31,72,0,51
26163594401,26, Michigan,163, Wayne County,2797,2651,146,2290,46,8,3,0,0,304,228,51,91,31,5
26163594500,26, Michigan,163, Wayne County,3356,3203,153,2802,215,0,16,0,0,170,244,49,195,0,162
26163595000,26, Michigan,163, Wayne County,4035,3888,147,3605,15,0,13,0,12,243,105,258,13,0,152
26163595100,26, Michigan,163, Wayne County,5536,5102,434,4128,855,0,0,0,0,119,916,87,0,0,171
26163595201,26, Michigan,163, Wayne County,2894,2800,94,2549,85,7,80,0,0,79,105,7,159,0,51
26163596100,26, Michigan,163, Wayne County,3727,3705,22,3572,2,22,33,0,0,76,65,32,46,0,0
26163596200,26, Michigan,163, Wayne County,4291,4181,110,3888,38,0,227,0,0,28,38,17,238,0,19
26163596300,26, Michigan,163, Wayne County,2664,2620,44,2443,38,0,53,0,0,86,67,0,112,0,25
26163597000,26, Michigan,163, Wayne County,4953,4605,348,4246,133,0,32,0,0,194,254,139,32,0,54
26163598000,26, Michigan,163, Wayne County,3218,2976,242,2701,3,0,0,0,0,272,209,250,0,0,4
26163599001,26, Michigan,163, Wayne County,5325,4832,493,4042,610,26,0,0,0,154,670,120,0,0,419
26163599100,26, Michigan,163, Wayne County,5114,4695,419,4064,442,5,8,0,0,176,586,19,8,0,18
26163981700,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163981800,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163981901,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163981902,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163982000,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163982101,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163982102,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163982200,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163982301,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163982302,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163982400,26, Michigan,163, Wayne County,60,59,1,43,16,0,0,0,0,0,16,0,0,0,1
26163982500,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163982600,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163982700,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163982900,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163983100,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163983200,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163983301,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163983302,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163983400,26, Michigan,163, Wayne County,495,468,27,253,155,0,15,0,0,45,171,19,34,0,8
26163983600,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163983700,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163983800,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163983901,26, Michigan,163, Wayne County,20,20,0,7,13,0,0,0,0,0,13,0,0,0,0
26163983902,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163983903,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163984100,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163984200,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163985000,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163985100,26, Michigan,163, Wayne County,574,543,31,203,328,0,4,0,0,8,335,0,12,0,0
26163985200,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163985300,26, Michigan,163, Wayne County,173,152,21,87,54,0,0,0,0,11,54,0,0,0,11
26163985400,26, Michigan,163, Wayne County,21,21,0,12,0,0,9,0,0,0,0,0,9,0,0
26163985500,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163985600,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163985700,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163985800,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163985900,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163986100,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163986200,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163986300,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163986400,26, Michigan,163, Wayne County,54,54,0,35,19,0,0,0,0,0,19,0,0,0,0
26163986501,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163986502,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163986600,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163987000,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163990100,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163990200,26, Michigan,163, Wayne County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26111290100,26, Michigan,111, Midland County,3412,3321,91,3142,17,6,0,0,0,156,109,21,52,52,30
26111290200,26, Michigan,111, Midland County,3430,3249,181,3031,41,77,0,25,45,30,71,116,0,25,57
26111290300,26, Michigan,111, Midland County,4120,4027,93,3882,62,1,1,0,25,56,110,6,4,0,72
26111290400,26, Michigan,111, Midland County,2397,2333,64,1972,232,23,66,0,0,40,232,35,80,0,61
26111290500,26, Michigan,111, Midland County,1826,1770,56,1738,0,4,0,0,0,28,4,28,0,0,35
26111290600,26, Michigan,111, Midland County,2580,2488,92,2214,130,0,26,0,20,98,132,19,60,15,117
26111290700,26, Michigan,111, Midland County,3744,3561,183,2998,73,18,383,0,0,89,91,52,437,63,61
26111290800,26, Michigan,111, Midland County,5276,4993,283,4789,81,0,5,0,0,118,127,82,29,0,226
26111290901,26, Michigan,111, Midland County,2871,2783,88,2682,27,0,74,0,0,0,27,0,74,0,0
26111290902,26, Michigan,111, Midland County,5136,4984,152,4032,213,16,590,0,0,133,233,40,682,0,42
26111291000,26, Michigan,111, Midland County,6167,5746,421,5404,68,0,81,0,0,193,126,0,248,0,150
26111291101,26, Michigan,111, Midland County,3767,3731,36,3548,0,48,18,0,0,117,0,65,28,0,90
26111291103,26, Michigan,111, Midland County,3974,3854,120,3514,77,1,100,0,37,125,101,36,104,37,159
26111291104,26, Michigan,111, Midland County,5333,5250,83,4941,35,0,274,0,0,0,35,0,274,0,69
26111291200,26, Michigan,111, Midland County,5593,5480,113,5243,1,0,128,0,0,108,1,108,128,0,72
26111291300,26, Michigan,111, Midland County,4452,4390,62,4292,9,18,11,0,0,60,21,23,23,0,55
26111291400,26, Michigan,111, Midland County,4150,4030,120,3864,15,31,15,0,24,81,27,98,20,7,62
26111291500,26, Michigan,111, Midland County,4029,3898,131,3566,102,6,0,0,0,224,102,20,0,0,210
26111291601,26, Michigan,111, Midland County,2318,2248,70,2143,0,27,3,0,0,75,22,35,25,0,92
26111291602,26, Michigan,111, Midland County,4632,4609,23,4455,28,21,3,0,8,94,87,52,3,0,32
26111291700,26, Michigan,111, Midland County,4260,4190,70,3991,65,14,55,0,13,52,88,27,73,0,44
26073000100,26, Michigan,073, Isabella County,3483,3390,93,2951,10,21,10,0,157,241,129,134,20,13,172
26073000200,26, Michigan,073, Isabella County,4976,4915,61,4417,1,42,0,0,0,455,80,206,39,0,207
26073000300,26, Michigan,073, Isabella County,5139,5050,89,4831,42,41,27,0,0,109,92,103,46,0,30
26073000401,26, Michigan,073, Isabella County,2205,2080,125,1705,211,15,56,0,0,93,277,68,108,0,21
26073000402,26, Michigan,073, Isabella County,2336,2302,34,2019,74,89,120,0,0,0,74,89,120,0,0
26073000500,26, Michigan,073, Isabella County,3615,3548,67,3316,89,4,33,0,0,106,151,18,70,0,35
26073000600,26, Michigan,073, Isabella County,3745,3432,313,2844,136,64,163,0,15,210,282,107,215,0,128
26073000701,26, Michigan,073, Isabella County,2484,2443,41,2417,0,0,20,0,0,6,6,0,20,0,0
26073000702,26, Michigan,073, Isabella County,2425,2317,108,1840,99,0,152,0,36,190,177,15,264,0,125
26073000703,26, Michigan,073, Isabella County,2588,2474,114,2121,188,7,77,0,5,76,223,34,84,0,41
26073000800,26, Michigan,073, Isabella County,2730,2610,120,2164,204,27,74,0,0,141,266,27,127,0,96
26073000900,26, Michigan,073, Isabella County,3930,3748,182,3613,26,36,0,0,0,73,61,93,0,0,39
26073940100,26, Michigan,073, Isabella County,4302,4227,75,3994,6,95,39,0,1,92,71,122,39,0,69
26073940200,26, Michigan,073, Isabella County,6077,5737,340,4566,35,938,0,0,0,198,62,1259,6,0,103
26073940300,26, Michigan,073, Isabella County,5220,4831,389,4029,99,248,173,14,52,216,186,516,207,14,172
26073940400,26, Michigan,073, Isabella County,3253,3044,209,2521,76,132,30,0,0,285,304,279,43,4,109
26073940500,26, Michigan,073, Isabella County,2444,2320,124,2074,53,66,12,0,0,115,99,114,12,0,61
26073940600,26, Michigan,073, Isabella County,4671,4412,259,3946,86,63,65,0,20,232,194,200,135,0,133
26143970100,26, Michigan,143, Roscommon County,1806,1804,2,1708,1,0,19,0,0,76,1,76,19,0,0
26143970200,26, Michigan,143, Roscommon County,1594,1512,82,1471,0,0,9,0,0,32,5,32,9,0,16
26143970300,26, Michigan,143, Roscommon County,2771,2635,136,2353,13,9,17,0,0,243,117,106,45,0,164
26143970401,26, Michigan,143, Roscommon County,1369,1351,18,1204,0,0,0,0,0,147,0,21,106,0,20
26143970402,26, Michigan,143, Roscommon County,661,645,16,626,0,0,19,0,0,0,0,0,19,0,16
26143970500,26, Michigan,143, Roscommon County,984,982,2,939,0,0,0,0,0,43,29,3,0,0,11
26143970600,26, Michigan,143, Roscommon County,2224,2222,2,2134,0,9,24,0,0,55,24,21,24,0,19
26143970700,26, Michigan,143, Roscommon County,2571,2493,78,2472,7,0,0,0,0,14,7,0,0,0,19
26143971001,26, Michigan,143, Roscommon County,1343,1278,65,1245,0,0,0,0,0,33,0,3,0,0,64
26143971002,26, Michigan,143, Roscommon County,1483,1483,0,1434,49,0,0,0,0,0,49,0,0,0,0
26143971003,26, Michigan,143, Roscommon County,1581,1575,6,1575,0,0,0,0,0,0,0,0,0,0,0
26143971100,26, Michigan,143, Roscommon County,2210,2175,35,2069,0,32,8,0,0,66,20,101,8,0,27
26143971200,26, Michigan,143, Roscommon County,2861,2817,44,2733,3,0,1,0,0,80,3,32,1,0,48
26127010300,26, Michigan,127, Oceana County,7086,5127,1959,4826,89,64,2,0,6,140,170,187,24,1,529
26127010400,26, Michigan,127, Oceana County,3826,3146,680,2956,109,32,2,0,3,44,136,118,20,6,250
26127010500,26, Michigan,127, Oceana County,3263,2809,454,2655,53,26,0,0,8,67,59,82,8,8,211
26127010600,26, Michigan,127, Oceana County,5324,4966,358,4823,24,33,21,0,6,59,35,83,42,0,89
26127010800,26, Michigan,127, Oceana County,3015,2808,207,2712,10,17,0,0,0,69,11,34,8,1,74
26127010900,26, Michigan,127, Oceana County,2334,2184,150,2130,3,0,0,0,0,51,3,8,12,0,94
26127011000,26, Michigan,127, Oceana County,1707,1467,240,1375,1,11,0,0,0,80,1,94,0,0,34
26127990000,26, Michigan,127, Oceana County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
